314.95,167.62,61.62,114.00
314.64,166.71,62.17,115.76
314.63,166.72,62.10,115.66
314.62,166.74,62.03,115.55
314.85,167.48,61.48,114.00
314.83,167.45,61.45,114.00
315.78,166.83,62.00,115.17
315.81,166.76,62.00,115.24
316.17,167.34,61.34,114.00
316.56,168.00,60.62,112.62
316.27,167.28,61.28,114.00
316.32,167.24,61.24,114.00
316.47,167.41,61.00,113.59
316.92,168.17,60.17,112.00
317.12,167.28,61.00,113.72
320.40,166.21,62.00,115.79
321.00,167.14,61.00,113.86
320.99,167.03,61.03,114.00
321.00,167.00,61.00,114.00
